account_id,entity_id,account_number,program_id,available_balance,bank_code
3eb13b90-4668-4257-bdd6-40fb06671ad1,1a3d1fa7-bc89-60a9-23b8-c1e9392456de,3566392613993,4,149039503.57,HDFC
9a1de644-815e-46d1-bb8f-aa1837f8a88b,b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,8590573056992,46,-21656778.56,ICIC
ce4a2bbd-c241-430b-81a9-e71fde8a774b,571aa876-6c30-7511-b2b9-437a28df6ec4,6336890980656,21,47893398.30,SBIN
d8f56413-5be6-428e-98c2-67976142ea7d,ce9ff57f-43b7-a3a6-9a8d-ca03580d7b71,2605645347792,46,-1381122.57,UTIB
8d5288f1-142c-4fe8-a0e7-a113ec1b8ca1,9e574f7a-a0ee-89ae-d453-dd324b0dbb41,7312933106111,46,4951325.60,KKBK
4a15544d-c5e7-4e8a-ba57-8a8ea9488d99,3b982ef8-daf6-1a26-146d-3f31fc377a4c,3406575307735,21,-10524558.33,CNRB
5af30553-5ec4-4e08-a9a3-b2e95d65a441,b3aa7efe-4458-a885-ab90-99a435a240ae,3798400899699,4,147991644.39,UBIN
6123fdf7-7656-4f72-a9d4-beef3eabedcb,a3d70628-ece6-6fa2-fd51-66e6451b4cf3,5459422681391,4,119559165.57,AUBL
66b2bc5b-50c1-47fc-8e17-7b4e0837b8a3,e9c349e0-3602-f8ac-10f1-bc81448aaa9e,7818172762479,21,34133460.15,TMBL
24933b83-7577-40a9-a491-f0b2ea1fca65,beb79919-3f22-faf8-23be-d01d43cf2fde,6743158526982,21,80776932.30,RATN
ff50bde4-3825-47b8-9cab-cc97663f1c97,7e570ddf-8270-50a8-2369-b584ff5e9ff0,3154785667210,4,221390407.41,HDFC
6c12ace8-ae34-4454-8ac5-b68c28f49481,61b1cd22-6280-1c45-1043-5a1098ae4334,9377150435753,46,12795569.42,ICIC
1d53434b-b881-49b9-ae27-0da702f06b90,c0398710-8976-e334-e281-7efdae849217,6807675742947,21,211018316.63,SBIN
00d4af59-7427-4ca3-a87d-06ca6f4cc69a,b83cfe0b-e037-e5ed-b8db-0672f42d47cc,6653930041483,4,1234608.61,UTIB
4c66e0a8-a013-4c6e-9eda-4e161b3dbd5c,9be578c7-81f6-31d4-a392-31a7d777a477,5508678332797,4,112150868.89,KKBK
eb2263dd-87c5-421e-ac24-a3c5c754108f,7d154385-52fb-e43b-9954-6eb400257ad1,2438472520493,4,121026128.43,CNRB
14296c07-f26b-4776-913e-4de2e0c53cb8,d0e6e660-7c69-dee1-bb5e-4bcf15ed6269,3937424066816,46,-13780953.38,UBIN
f264accc-79ac-4b1e-a8e5-6e0c20de435d,8715a103-43da-c043-2a45-c2ab8cbfedb0,8336070141120,46,184433640.21,AUBL
4fcca39a-b683-42e6-b37e-a2dfb09b2a5c,a65e688e-abf3-ad39-fec2-1bbe66245bfa,7596144210356,4,181474255.06,TMBL
969b6662-0562-4059-968c-c69b1064005c,38602ab6-96a4-02f2-3ae8-cc938dcdcd03,2877693993558,46,39413571.83,RATN
dc1110c1-080a-4dfb-a7c9-9b26114125c6,3ceddf2d-839f-bc50-1223-b5135496f63c,6635449182375,4,-13515345.27,HDFC
922fe15a-e1e3-4b63-af7d-dc76b92da22b,c8dcd19f-3e35-1128-7900-f7f993829b43,9550144771997,4,120985500.79,ICIC
6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,baa4b71a-dd24-67ac-778e-edb3693dffbc,2820151617123,46,-3588776.98,SBIN
ccf3a171-56dc-4907-ba6c-34ab6712303a,310c0c00-3fa7-f104-1bf9-0e27dc96925e,5591929601508,4,-2442996.08,UTIB
dfde4fbf-3ff3-40bf-b66e-cb15474ebc19,ceda8bbb-7171-0434-134c-6c92ec5b227c,3813181846360,46,88126859.15,KKBK
